Pepe Giallo|pepe-giallo-new-york||Morgan S.|YJVLAxpU6zzYipWF16BS0Q||||This review has been removed for violating our Terms of Service|"
        1/30/2015
    "|0
NY Pizza Suprema|ny-pizza-suprema-new-york||Aamir A.|WzbW5hzsMa16QfZeBzwfIQ|120|17|||"
        4/11/2019
    "|1
NY Pizza Suprema|ny-pizza-suprema-new-york||Aamir A.|WzbW5hzsMa16QfZeBzwfIQ|120|17|||"
        4/11/2019
    "|1
NY Pizza Suprema|ny-pizza-suprema-new-york||Geezy B.|ALAh_wlz0uZXXl177vOUrA||||$6 for a slice of margherita. AVOID.|"
        5/4/2018
    "|0
NY Pizza Suprema|ny-pizza-suprema-new-york||Alex G.|iW5HLqQf2E0hcIASOO0Cpw||||Would give 0 stars if an option. This janky wannabe pie establishment turned 20 HUNGRY customers away cause they close at midnight even though every other pie place within eyesight was open past 12:00 (see Amadeus Pizza across the street - its balls but yet open and filled the void of disappointment left by NY Pizza Supreme). If you are ever unfortunate enough to be near Penn Station or MSG and hungry I'd suggest dirty street biryani or dry 7/11 toquitos over NY Pizza Supreme. Oh ya and I almost forgot - they said they voted for Trump too. Just saying...|"
        9/29/2017
    "|0
NY Pizza Suprema|ny-pizza-suprema-new-york||G G.|BnBl_XV0xsVpqb1QAD20cA||||Did not like the pizza here.  I am the kind of guy who believes all pizza is good...just some better than others. Not anymore. I had read to avoid the pepperoni and supreme slices, so I tried the buffalo and Hawaiian. The buffalo' s chicken was like it wanted to be breaded, but wasn't. And both slices tasted a bit nasty to me. I read other reviews that the sauce was out of this world. I don't know if it was the unique sauce, or the cheese, or just a bad combination, but it just tasted bad to me.  Sadly, I walked past dozens of other pizza shops to get to this one because of the reviews. Maybe you will like it. But I didnt.|"
        9/27/2017
    "|0
NY Pizza Suprema|ny-pizza-suprema-new-york||Lauren T.|k2I7aek4ED0gLp42nPvAag||||DISGUSTING I couldn't even finish my plain slice is tasted so gross. It was like $3 for a slice of horrible pizza. DO NOT WASTE MONEY HERE. I would have rather licked the floor of penn station, that would have tasted better. Go anywhere but here!|"
        12/25/2015
    "|0
NY Pizza Suprema|ny-pizza-suprema-new-york||Darcy G.|qUuV-aBCU7M5xkSnqR3aHA||||Wow! They sure know how to treat a customer here! I called to ask if they delivered to a certain hotel. The man could not have been more rude! In his thick, highly obnoxious, nearly nauseating northern accent, he managed to grunt out, 'Nah, that hotels too faaa away. Wera gettin ready ta stop takin orrrdaas anyways'. Thanks, buddy. No staaas fa him or his gawd awwweefull acksent eitha. ***He only got a staaa becawse the site makes ya put one. I'm hungri heera!!|"
        9/21/2015
    "|0
NY Pizza Suprema|ny-pizza-suprema-new-york||Mike S.|R-GPVcFhMtj4fRFE4Bu4Jw||||I ordered four pies for my office at 11 AM for a 12 PM lunch meeting. The girl assured me it woudl be there at 12.  I called at 12:15 PM and was put on hold. I gave up after 10 minutes.  I called again at 12:30, this time the girl said its on the way.  12:45 still no pizza.  I call, this time she rudely just hangs up on me. The pizza was an hour late, cold and the bottom of the pies were burnt black.  Our office is only a 4 blocks away from them so I can't understand why a ONE HOUR delay considering I called the order in an hour earlier than delivery time. They're definitely coming off the office recommendation list for food.|"
        12/10/2014
    "|0
NY Pizza Suprema|ny-pizza-suprema-new-york||Fark E.|vVwZVz-1M0zTURpMEPes0g||||I really don`t get what all the fuss is about.The pizza is ok but certainly nothing special.And they don`t open on time.Unprofessional.|"
        8/27/2014
            





Updated review

"|0
NY Pizza Suprema|ny-pizza-suprema-new-york||S R.|hC8LJJvhi_OAzihobVCEIA||||went there since it was so highly rated on slice harvester.. SO DISAPPOINTED! There are better slices out there..|"
        10/16/2012
    "|0
NY Pizza Suprema|ny-pizza-suprema-new-york||Jack M.|VN0pJ-hsy85fAGHQaaQhlw||||Overrated. I used to work around the corner but never paid attention to the name, so when I walked in I knew the place immediately. It's a tourist trap and it's good but it's really hard to mess up pizza. Even a bad slice is halfway decent and this is just okay. The sauce is delicious but the slice is more sauce than cheese. That may work in Italy but not here. And it's overpriced - IMO a slice shouldn't cost more than 3 bucks. This is closing in on 4 and so not worth it. There's a place on 8th ave (just below 14th St) that is waaaay better and cheaper.|"
        6/5/2018
    "|0
NY Pizza Suprema|ny-pizza-suprema-new-york||Davidson H.|SP_6pQknmJNqfno9wXkkWQ||||Overrated in my opinion...|"
        9/11/2016
    "|0
NY Pizza Suprema|ny-pizza-suprema-new-york||Goran M.|b4O6VvyeykeZ6siAUS7rhQ||||This review has been removed for violating our Terms of Service|"
        1/25/2011
    "|0
NY Pizza Suprema|ny-pizza-suprema-new-york||joel w.|dF4sqQ2vIw2qkN3xRo1x-Q||||This review has been removed for violating our Terms of Service|"
        6/19/2015
    "|0
NY Pizza Suprema|ny-pizza-suprema-new-york||Sally C.|IA4gnjOrLbzQarBz0IA2Gw||||This review has been removed for violating our Terms of Service|"
        8/18/2013
    "|0
NY Pizza Suprema|ny-pizza-suprema-new-york||Edith B.|BY2ixRM7Frax2bjlg-w6EQ||||This review has been removed for violating our Terms of Service|"
        12/15/2017
    "|0
NY Pizza Suprema|ny-pizza-suprema-new-york||Sebastian R.|7AyDs-Zm-aGrsoLKRgYJSQ||||This review has been removed for violating our Terms of Service|"
        5/10/2015
    "|0
NY Pizza Suprema|ny-pizza-suprema-new-york||Jean K.|BKQZAkCTGU_k6SoLJYXrLw||||This review has been removed for violating our Terms of Service|"
        5/8/2014
    "|0
NY Pizza Suprema|ny-pizza-suprema-new-york||John Y.|kCXG25GZ5YJdxkVs5QF_Cg||||This review has been removed for violating our Terms of Service|"
        11/5/2012
    "|0
NY Pizza Suprema|ny-pizza-suprema-new-york||anderson j.|eJfLlf3K8RZAmq5Wxwup1A||||This review has been removed for violating our Terms of Service|"
        11/16/2011
    "|0
NY Pizza Suprema|ny-pizza-suprema-new-york||Lauren W.|viwVao9d2CUTsFEhFcvUHA||||This review has been removed for violating our Terms of Service|"
        2/9/2015
    "|0
NY Pizza Suprema|ny-pizza-suprema-new-york||Clarinecowen C.|S6CtA-40jtYPCAuX2ED-8Q||||This review has been removed for violating our Terms of Service|"
        1/15/2015
    "|0
Riko Peruvian Cuisine|riko-peruvian-cuisine-new-york-2||Nicole W.|d8oDjqJLpqkUJobu4t55Rw|62|39|||"
        3/2/2019
    "|1
Riko Peruvian Cuisine|riko-peruvian-cuisine-new-york-2||Nicole W.|d8oDjqJLpqkUJobu4t55Rw|62|39|||"
        3/2/2019
    "|1
Riko Peruvian Cuisine|riko-peruvian-cuisine-new-york-2||Galina M.|MgX2x5uIU5vnDvDGYQ5zQQ||||Gave us spoiled salad. When we came back to return it the girl at the front desk said that we should not complain because things like this happen. Never coming back.|"
        6/19/2018
    "|0
Riko Peruvian Cuisine|riko-peruvian-cuisine-new-york-2||Liam M.|D0u5CTkvlIHlz-95FO3qkA||||The first time I ordered from them was via Seamless via my office lunch program, but my order never arrived (my coworkers' orders did arrive).  When I called the manager to tell her my meal had never arrived even though I had paid for it, the manager was incredibly rude and accused me of lying.  I had to argue for a couple of minutes before she admitted that the order had never arrived, and only then did she send out another order.I should have learned my lesson the first time because I ordered the same meal from them a couple of weeks later, and the same exact thing happened(!!), my order never arrived, and the same manager accused me of lying about my order.  Again, I was able to get her to have my meal delivered, but not without getting treated horribly.  Lesson learned here, this is the worst customer service I've ever had from a delivery restaurant, which is too bad because the food was actually really good.  So buyer beware, the food is good, but the customer service is horrible!|"
        6/13/2017
    "|0
Riko Peruvian Cuisine|riko-peruvian-cuisine-new-york-2||Marie A.|1ls0sa5bBv-WIT2dE5S4bQ||||Does it really take 30 mins to get out a take away 1/2 chicken?! Terrible service. I suggest going elsewhere.|"
        10/12/2016
    "|0
Riko Peruvian Cuisine|riko-peruvian-cuisine-new-york-2||Kleber S.|ySaBL3Fl5FQJua9YUq9NeQ||||"For 2 times in a row I ordered the rotisserie chicken from this restaurant and my delivery got ""misplaced"" (????). We live in Hell's Kitchen it's very easy to find our building so how come the order gets lost? Called the restaurant on both occasions to inquire about the delivery and person on the phone told me the same ""your food will be there in 5 minutes"" story and of course it was not true. Fool me twice shame on me. Learned my lesson. Not ordering from them again."|"
        9/9/2016
    "|0
Riko Peruvian Cuisine|riko-peruvian-cuisine-new-york-2||allan d.|GdRyHvntOp08TUhRDCXh1Q||||Do not order online from this place - an hour late, the food was cold.|"
        3/28/2016
    "|0
Riko Peruvian Cuisine|riko-peruvian-cuisine-new-york-2||Juan W.|Sgn7SBkhDrafHz8y7GFdVA||||Chicken not as good as people leaving on review, too salty and too dry, i will never come back again, i don't understand why people leave such review about how good their chicken, unbelievable. I can't tell one thing good about it...|"
        12/30/2015
    "|0
Riko Peruvian Cuisine|riko-peruvian-cuisine-new-york-2||Grace B.|ACrv932BHTgcLz4gKqggHg||||I am a big fan of South American cuisine. To me the Pio Pio has an excellent Peruvian selection, accompany by flavorful sauces and fantastic rotisserie. So when I tried Pio Pio Riko in Chelsea I expected the same quality of food and I was severely disappointed. The chicken was dry to the bone, the amazing green sauce I love so much, Ahi Verde, was white and thick and tasted like paper towel. The beans were watery, very salty, flavorless, and the service, especially delivery, was just awful.I ordered over the phone, in Spanish, since it seems to be easier, and even after I repeated the order twice, I was delivered the wrong thing. Moreover, the delivery boy, Oscar I think his name was, was very inappropriate. Not only was he asking me questions like how much money I make and if I'm married, he smelled of something terrible. My friend, who was accepting the order with me, stated it may have been the smell of marijuana. In any event, this experience did not dampen my love for Peruvian food, but I will definitely stick to the original Pio Pio and stay away from this knock off.|"
        1/31/2014
    "|0
Riko Peruvian Cuisine|riko-peruvian-cuisine-new-york-2||Juan C.|tWLGe4C-8_qQ5SGNWXGQgQ||||I'm from Peru and I was very disappointed with the food at this restaurant. They have the idea of what is Peruvian food but their delivery is very poor. Also, their Pisco sour is pretty bad. I gave it 2 starts because at least the service was ok. Overall not a disastrous experience but if you want to try real Peruvian, I'd recommend you to avoid this restaurant. JC|"
        7/6/2017
    "|0
Riko Peruvian Cuisine|riko-peruvian-cuisine-new-york-2||Ryan D.|YOwpD42behX0UmwUDwvaQA||||Service is adequate .. Food is ok.. I prefer Pio Pio ( the real one ) and still number #1.|"
        2/25/2013
    "|0
Riko Peruvian Cuisine|riko-peruvian-cuisine-new-york-2||Kristin K.|W6RUmRrZEzPHwl0Ao-22lw||||This place is way too small. The food is good but the place is VERY VERY SMALL. If you've gone shopping or anything don't come here 'cause you'll have no where to put your bags. The food is very good though, don't get me wrong. The staff is usually friendly and attentive. The bathroom is tiny. This place is usually ALWAYS packed on weekends. ALWAYS! And it's very very loud! But overall it's a decent joint that I recommend.|"
        9/3/2018
    "|0
Riko Peruvian Cuisine|riko-peruvian-cuisine-new-york-2||Alex H.|Z578p3LGS7BfJpbCP5RhDQ||||This review has been removed for violating our Terms of Service|"
        2/22/2016
    "|0
Riko Peruvian Cuisine|riko-peruvian-cuisine-new-york-2||Ai-Mei Z.|asCLg7ENkwGqLuYzqM7pHQ||||This review has been removed for violating our Terms of Service|"
        4/8/2016
    "|0
Riko Peruvian Cuisine|riko-peruvian-cuisine-new-york-2||Ess E.|LALb6cN_rj5pkCOEKc_Aiw||||This review has been removed for violating our Terms of Service|"
        4/27/2015
    "|0
Riko Peruvian Cuisine|riko-peruvian-cuisine-new-york-2||Wendy L.|1871c3VJYWX3ogK5OgOCcA||||This review has been removed for violating our Terms of Service|"
        6/15/2016
    "|0
Riko Peruvian Cuisine|riko-peruvian-cuisine-new-york-2||Nikki L.|G92QwJztr2rsfOKBiWLGpA||||This review has been removed for violating our Terms of Service|"
        3/20/2015
    "|0
Riko Peruvian Cuisine|riko-peruvian-cuisine-new-york-2||Mahan L.|e92sc3LbcHgjEHshdJGLvQ||||This review has been removed for violating our Terms of Service|"
        1/28/2019
    "|0
Woorijip Authentic Korean Food|woorijip-authentic-korean-food-new-york||EY L.|es9FJ1TSpoSE-hMxa8jgKg|1|34|||"
        3/5/2019
    "|1
Woorijip Authentic Korean Food|woorijip-authentic-korean-food-new-york||EY L.|es9FJ1TSpoSE-hMxa8jgKg|1|34|||"
        3/5/2019
    "|1
Woorijip Authentic Korean Food|woorijip-authentic-korean-food-new-york||Stella L.|dJ1RZEm7_mfB2JUvDpgz6w||||The staffs  are very rude , especially the manager there. I wouldn't  come back again!!!|"
        1/3/2019
    "|0
Woorijip Authentic Korean Food|woorijip-authentic-korean-food-new-york||Camera M.|VeAx9Jx9ERV3F9puwAPrdQ||||I've had a horrible headache after  the cashier women  gave me a hard time! imagine, all i asked her is a soy souse, she gave me one, i asked her politely for at least 2  more, u cannot imagine what kind of look she gave me, like im a bum asking for free food. After she said - Why u did not ask your cashier when u were paying!? Imagine!!! cause lately u have to ask at register the to-go soy souse, i spend 25 dollars there and trust me guys i use to go there 3 times a week, not anymore. They became too greedy,  and unprofessional. U dont have to tell people to be polite when u at the first place being rude and senseless. i really wanted  to ask for a manager,  but here i am without appetite  and migraine. Thank u Woorijip, for years of good food, u just lost a regular customer over soy souce and rude customer service.|"
        10/26/2018
    "|0
Woorijip Authentic Korean Food|woorijip-authentic-korean-food-new-york||Jack C.|rTQC7QXRTNOJKNi4LjclwQ||||"The food is okay in this place. Price is cheaper than the Korean restaurants nearby. Service is horrible!!!. I walked into the restaurant on a weekday around 11am with my two year old in the small/light stroller. A worker approached to me and told me that no stroller is allowed in the restaurant. I understand that it's a small restaurant and gets crowed during lunch hours, but he did not offer to help me to find an alternative to place my stroller, his attitude was basically like, "" you are not welcome, please leave"".This is the most unfriendly place in NYC!"|"
        1/2/2017
    "|0
Woorijip Authentic Korean Food|woorijip-authentic-korean-food-new-york||Sergiy S.|gqGvWdzPsC1euv8Ucu9QwA||||***long story short, I called for a pick up order and they hung up on me.So... I called to order for a pick upand they told me to call back again after an hour since they are so busy right now.so I said if I call back after an hour, how do I know if my order is going to be processed if you cannot even take my order right now? so can you guys  take my order and I will be there after an hour to pick it up.And they told me that they cannot, then hung up on me!!!Yes, you read it right. They hung up on me.I called again to see if it was a mistake and if they are willing to apologize, but the line was busy.|"
        10/31/2016
    "|0
Woorijip Authentic Korean Food|woorijip-authentic-korean-food-new-york||Marija V.|4QUUuZcIyuACCfllcfVCNA||||After coming here for 15 years and forgiving many negative experiences, I am definitely not coming here again.  I came in a for a bite with my husband and 2 year old on Christmas eve.  We had a stroller and were literally kicked out of the place.  We weren't told: please close your stroller and put it away, we have a policy on that or anything alike. Instead, we were greeted with 3 different Korean men who shouted in one voice to us to get out.  No kindness, no regard for a family and a child, no willingness to lay down the rule and let us deal with packing the stroller or going some place else.  We walked out and I went back in because I've seen owners over time so often and asked to speak to the manager and he was actually just as rude as the people who greeted us. Needless to say, yes their food was always relatively affordable (although not so clean lately I must say), I will not be going there....If you cannot honor family and a child, you are not worth my money.|"
        12/29/2015
    "|0
Woorijip Authentic Korean Food|woorijip-authentic-korean-food-new-york||l a.|iBbxfLaYG8_1HIA8M7143g||||I had a stroller with my baby in it and I was told to leave the stroller outside, that it wasn't allowed???|"
        10/7/2015
    "|0
Woorijip Authentic Korean Food|woorijip-authentic-korean-food-new-york||John J.|5UgKrvRiAHoV5o7HGZpw4A||||Waiter forgot half our order, and the food was cold. Was during lunch rush... I guess not coming here for lunches. Dinners are better|"
        6/13/2015
    "|0
Woorijip Authentic Korean Food|woorijip-authentic-korean-food-new-york||Chelsea S.|HptI5OF0ar7ZfPRMDqEMWw||||I am completely baffled by how this place is recommended. Fast and cheap, sure. But the food is so awful, you'd do better to spend your money getting things across the street at the H Mart! The people were unhelpful and whatever you do, don't get the bulgogi (the worst thing I think I've ever eaten in my life, I kid you not). Seriously, if you want cheap and fast food, go across to the korean mart and grab side dishes and instant food. We did that and got some food here, threw all of this crap food out it was so bad.|"
        5/21/2014
    "|0
Woorijip Authentic Korean Food|woorijip-authentic-korean-food-new-york||Rachel R.|iVucyuIQlnghqF2kHD72Uw||||"If I could rate this restaurant any lower I would...Look, I've never ""yelped"" about a restaurant before today. But given my experience at Woorijip, I had to take some time from work to write this post. I'm not a disgruntled customer, but I strongly feel that patrons of any restaurant should be aware of how their dishes are prepared and served. Granted, there are bugs in every corner of NYC...no restaurant is absolutely vermin-free--but the one I found in my lunch today was particularly gross. Anyway, I went to Woorijip this afternoon, and picked up some kimchi fried rice, bok choy, some snow pea-looking vegetable with mushrooms, and chicken. Low and behold, as I near the bottom of my bed of rice, I found that little bugger--literally and figuratively.I immediately stopped eating at the sight of it, and knew right then that no mushroom in the world could be hard-shelled or have tiny little legs, unless scientists have begun to splice mushrooms with bugs. Please let me know.After further examination with my chopsticks (meaning, I poked at the damn thing), the bug, brittle and all, split into two. It was then easier to observe that the bug had wings and some terribly looking insides. Mad gross, to say the least.Forewarning: there may be a bug or bugs in your food, courtesy of Woorijip. Apparently, another patron of this lovely place found a staple in their food. So, word to the wise, please sift through your food with chopsticks...if not, you may just get a crunchy treat with wings. Please see the pictures I added, too. Disgustedly yours,Rachel"|"
        4/10/2014
    "|0
Woorijip Authentic Korean Food|woorijip-authentic-korean-food-new-york||Jessica K.|EdTXUt42OVmPqETVqpsa1Q||||This place doesn't even deserve a big fat zero.  I'm ashamed if this place represents Korean buffet.  I love Korean food and this place scores minus zero.  I went there yesterday, April 18 2012, and found it to be quite hygenically unsafe, the range of food was deplorable, and quite expensive, and the cashiers at the check-out were downright rude to customers.  I think that this restaurant deserve some attention from some restauranteurs on food network channel.  The girls at the check-out were rolling their eys whena black lady questioned something.  Absolutely unacceptable.  I wanted to ask for a manager, but then again, I was in a hurry, so left it at that thinking that I would write a review right here today.  I left most of my food on my plate and left, couldn't eat that rubbish.  Just realised that I have to rate this review, and it doesn't have zero, so have to give it at least a star just to post it.  But, guys, it deserves a big minus star|"
        4/19/2012
    "|0
Woorijip Authentic Korean Food|woorijip-authentic-korean-food-new-york||yang c.|ZyEd7ANYul1wjzBdl-vtpA||||This review has been removed for violating our Terms of Service|"
        10/4/2011
    "|0
Woorijip Authentic Korean Food|woorijip-authentic-korean-food-new-york||Sal M.|v-2smF-MevgUP9yRO0acog||||This review has been removed for violating our Terms of Service|"
        4/4/2014
    "|0
Woorijip Authentic Korean Food|woorijip-authentic-korean-food-new-york||Iris D.|A47qDyuKuznBQ8G1LxL0FA||||This review has been removed for violating our Terms of Service|"
        8/20/2017
    "|0
Woorijip Authentic Korean Food|woorijip-authentic-korean-food-new-york||Jessica L.|h9GkdHAIl2ExSVYCBc6qVA||||This review has been removed for violating our Terms of Service|"
        2/27/2016
    "|0
Woorijip Authentic Korean Food|woorijip-authentic-korean-food-new-york||Zoe F.|p7nsE-1AXGOJ1VsZXzEiZQ||||This review has been removed for violating our Terms of Service|"
        10/17/2013
    "|0
Woorijip Authentic Korean Food|woorijip-authentic-korean-food-new-york||Ry K.|lPolgSnMlBp_KacwUpSVKw||||This review has been removed for violating our Terms of Service|"
        10/21/2011
    "|0
Woorijip Authentic Korean Food|woorijip-authentic-korean-food-new-york||Cynthia G.|2zipz4U9K3MxsIniwOAwPg||||This review has been removed for violating our Terms of Service|"
        8/13/2015
    "|0
Woorijip Authentic Korean Food|woorijip-authentic-korean-food-new-york||KFood W.|5njuGeJ8otDIYF91Bmi0qQ||||This review has been removed for violating our Terms of Service|"
        8/6/2015
    "|0
Woorijip Authentic Korean Food|woorijip-authentic-korean-food-new-york||Jassell B.|CXKbkQ0Z9wvYmyvixdQkLQ||||This review has been removed for violating our Terms of Service|"
        7/20/2015
    "|0
Woorijip Authentic Korean Food|woorijip-authentic-korean-food-new-york||Kate B.|aqjKNkZji6IvwDYGA1Hfwg||||This review has been removed for violating our Terms of Service|"
        3/18/2015
    "|0
Mar at Mercado Little Spain|mar-at-mercado-little-spain-new-york-2||Nicole L.|4YZQlMwTmCGqA_AyQd3eLA|217|4|||"
        4/2/2019
    "|1
Mar at Mercado Little Spain|mar-at-mercado-little-spain-new-york-2||Nicole L.|4YZQlMwTmCGqA_AyQd3eLA|217|4|||"
        4/2/2019
    "|1
